trip_duration_days,miles_traveled,total_receipts_amount,expected_output,predicted_output,error,abs_error,miles_per_day,receipts_per_day,duration_category,mileage_category,receipt_category,total_receipt_category
5,477.0,704.42,1045.96,1062.35,16.389999999999873,16.389999999999873,95.4,140.884,4-5 days,50-100 mi/day,Medium ($75-150/day),High ($500-1000)
5,730.0,485.73,991.49,1005.95,14.460000000000036,14.460000000000036,146.0,97.146,4-5 days,100-150 mi/day,Medium ($75-150/day),Medium ($200-500)
5,262.0,1173.79,1485.59,1127.43,-358.15999999999985,358.15999999999985,52.4,234.75799999999998,4-5 days,50-100 mi/day,High ($150-250/day),Very High (>$1000)
5,446.0,219.98,788.62,740.44,-48.17999999999995,48.17999999999995,89.2,43.995999999999995,4-5 days,50-100 mi/day,Low ($30-75/day),Medium ($200-500)
5,751.0,407.43,1063.46,1012.13,-51.33000000000004,51.33000000000004,150.2,81.486,4-5 days,150-200 mi/day,Medium ($75-150/day),Medium ($200-500)
5,324.0,128.94,686.54,619.81,-66.73000000000002,66.73000000000002,64.8,25.788,4-5 days,50-100 mi/day,Very Low (<$30/day),Low ($50-200)
5,414.0,967.0,1368.94,1161.06,-207.8800000000001,207.8800000000001,82.8,193.4,4-5 days,50-100 mi/day,High ($150-250/day),High ($500-1000)
5,367.0,290.78,742.25,810.56,68.30999999999995,68.30999999999995,73.4,58.15599999999999,4-5 days,50-100 mi/day,Low ($30-75/day),Medium ($200-500)
5,764.0,848.75,1468.46,1186.54,-281.9200000000001,281.9200000000001,152.8,169.75,4-5 days,150-200 mi/day,High ($150-250/day),High ($500-1000)
5,249.0,873.75,1185.24,947.68,-237.56000000000006,237.56000000000006,49.8,174.75,4-5 days,<50 mi/day,High ($150-250/day),High ($500-1000)
8,862.0,1817.85,1719.37,2008.7,289.33000000000015,289.33000000000015,107.75,227.23125,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
11,927.0,1994.33,1779.12,2142.89,363.77,363.77,84.27272727272727,181.30272727272725,11+ days,50-100 mi/day,High ($150-250/day),Very High (>$1000)
9,602.0,186.69,1085.4,989.76,-95.6400000000001,95.6400000000001,66.88888888888889,20.743333333333332,8-10 days,50-100 mi/day,Very Low (<$30/day),Low ($50-200)
8,610.0,208.29,841.27,906.34,65.07000000000005,65.07000000000005,76.25,26.03625,8-10 days,50-100 mi/day,Very Low (<$30/day),Medium ($200-500)
12,333.0,1103.21,1618.13,1567.96,-50.17000000000007,50.17000000000007,27.75,91.93416666666667,11+ days,<50 mi/day,Medium ($75-150/day),Very High (>$1000)
8,435.0,1129.65,1525.26,1377.13,-148.12999999999988,148.12999999999988,54.375,141.20625,8-10 days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
9,218.0,1203.45,1561.63,1325.53,-236.10000000000014,236.10000000000014,24.22222222222222,133.71666666666667,8-10 days,<50 mi/day,Medium ($75-150/day),Very High (>$1000)
12,781.0,1159.18,1752.72,1828.51,75.78999999999996,75.78999999999996,65.08333333333333,96.59833333333334,11+ days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
11,916.0,1036.91,2098.07,1926.1,-171.97000000000025,171.97000000000025,83.27272727272727,94.26454545454546,11+ days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
10,358.0,2066.62,1624.11,1432.43,-191.67999999999984,191.67999999999984,35.8,206.66199999999998,8-10 days,<50 mi/day,High ($150-250/day),Very High (>$1000)
12,566.0,2013.7,1752.03,1790.32,38.289999999999964,38.289999999999964,47.166666666666664,167.80833333333334,11+ days,<50 mi/day,High ($150-250/day),Very High (>$1000)
9,954.0,1483.39,2024.2,1803.77,-220.43000000000006,220.43000000000006,106.0,164.82111111111112,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
9,534.0,1929.94,1624.87,1539.44,-85.42999999999984,85.42999999999984,59.333333333333336,214.4377777777778,8-10 days,50-100 mi/day,High ($150-250/day),Very High (>$1000)
12,765.0,1343.97,1953.03,1982.38,29.350000000000136,29.350000000000136,63.75,111.9975,11+ days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
8,630.0,967.69,1388.05,1597.93,209.8800000000001,209.8800000000001,78.75,120.96125,8-10 days,50-100 mi/day,Medium ($75-150/day),High ($500-1000)
10,909.0,696.0,1505.19,1725.33,220.13999999999987,220.13999999999987,90.9,69.6,8-10 days,50-100 mi/day,Low ($30-75/day),High ($500-1000)
10,223.0,745.89,1037.45,1230.17,192.72000000000003,192.72000000000003,22.3,74.589,8-10 days,<50 mi/day,Low ($30-75/day),High ($500-1000)
8,467.0,1178.71,1483.33,1429.13,-54.19999999999982,54.19999999999982,58.375,147.33875,8-10 days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
9,708.0,461.07,1110.6,1399.99,289.3900000000001,289.3900000000001,78.66666666666667,51.23,8-10 days,50-100 mi/day,Low ($30-75/day),Medium ($200-500)
9,885.0,1764.97,1694.37,1883.72,189.35000000000014,189.35000000000014,98.33333333333333,196.10777777777778,8-10 days,50-100 mi/day,High ($150-250/day),Very High (>$1000)
6,855.0,591.35,1339.72,1510.62,170.89999999999986,170.89999999999986,142.5,98.55833333333334,6-7 days,100-150 mi/day,Medium ($75-150/day),High ($500-1000)
2,993.0,54.24,715.19,713.22,-1.9700000000000273,1.9700000000000273,496.5,27.12,2-3 days,300+ mi/day,Very Low (<$30/day),Low ($50-200)
5,685.0,747.14,1216.36,1169.49,-46.86999999999989,46.86999999999989,137.0,149.428,4-5 days,100-150 mi/day,Medium ($75-150/day),High ($500-1000)
3,981.0,341.45,813.95,831.41,17.459999999999923,17.459999999999923,327.0,113.81666666666666,2-3 days,300+ mi/day,Medium ($75-150/day),Medium ($200-500)
5,770.0,873.33,1502.49,1204.15,-298.3399999999999,298.3399999999999,154.0,174.666,4-5 days,150-200 mi/day,High ($150-250/day),High ($500-1000)
6,697.0,651.64,1237.71,1314.71,77.0,77.0,116.16666666666667,108.60666666666667,6-7 days,100-150 mi/day,Medium ($75-150/day),High ($500-1000)
3,795.0,450.85,743.94,734.7,-9.240000000000009,9.240000000000009,265.0,150.28333333333333,2-3 days,200-300 mi/day,High ($150-250/day),Medium ($200-500)
3,606.0,1184.23,1364.54,1375.07,10.529999999999973,10.529999999999973,202.0,394.74333333333334,2-3 days,200-300 mi/day,Very High (>$250/day),Very High (>$1000)
3,842.0,865.37,1251.14,1209.79,-41.350000000000136,41.350000000000136,280.6666666666667,288.45666666666665,2-3 days,200-300 mi/day,Very High (>$250/day),High ($500-1000)
7,748.0,241.73,971.31,1113.93,142.62000000000012,142.62000000000012,106.85714285714286,34.53285714285714,6-7 days,100-150 mi/day,Low ($30-75/day),Medium ($200-500)
7,624.0,148.16,905.79,1042.32,136.52999999999997,136.52999999999997,89.14285714285714,21.165714285714284,6-7 days,50-100 mi/day,Very Low (<$30/day),Low ($50-200)
2,713.0,740.33,1048.28,963.45,-84.82999999999993,84.82999999999993,356.5,370.165,2-3 days,300+ mi/day,Very High (>$250/day),High ($500-1000)
3,874.0,1191.4,1515.99,1411.73,-104.25999999999999,104.25999999999999,291.3333333333333,397.1333333333334,2-3 days,200-300 mi/day,Very High (>$250/day),Very High (>$1000)
6,761.0,530.19,1120.1,1269.86,149.76,149.76,126.83333333333333,88.36500000000001,6-7 days,100-150 mi/day,Medium ($75-150/day),High ($500-1000)
1,815.0,97.89,539.36,696.75,157.39,157.39,815.0,97.89,1 day,300+ mi/day,Medium ($75-150/day),Low ($50-200)
1,601.0,497.7,644.12,743.25,99.13,99.13,601.0,497.7,1 day,300+ mi/day,Very High (>$250/day),Medium ($200-500)
7,817.0,1127.87,1809.91,1787.02,-22.8900000000001,22.8900000000001,116.71428571428571,161.1242857142857,6-7 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
1,606.0,923.0,1050.05,744.5,-305.54999999999995,305.54999999999995,606.0,923.0,1 day,300+ mi/day,Very High (>$250/day),High ($500-1000)
1,909.0,741.82,866.07,820.25,-45.82000000000005,45.82000000000005,909.0,741.82,1 day,300+ mi/day,Very High (>$250/day),High ($500-1000)
3,624.0,1160.92,1459.34,1364.72,-94.61999999999989,94.61999999999989,208.0,386.97333333333336,2-3 days,200-300 mi/day,Very High (>$250/day),Very High (>$1000)
4,650.0,619.49,676.38,896.25,219.87,219.87,162.5,154.8725,4-5 days,150-200 mi/day,High ($150-250/day),High ($500-1000)
6,204.0,818.99,628.4,963.81,335.40999999999997,335.40999999999997,34.0,136.49833333333333,6-7 days,<50 mi/day,Medium ($75-150/day),High ($500-1000)
1,263.0,396.49,198.42,623.2,424.7800000000001,424.7800000000001,263.0,396.49,1 day,200-300 mi/day,Very High (>$250/day),Medium ($200-500)
1,451.0,555.49,162.18,698.4,536.22,536.22,451.0,555.49,1 day,300+ mi/day,Very High (>$250/day),High ($500-1000)
10,424.0,474.99,831.96,1031.02,199.05999999999995,199.05999999999995,42.4,47.499,8-10 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
2,565.0,389.49,415.96,582.53,166.57,166.57,282.5,194.745,2-3 days,200-300 mi/day,High ($150-250/day),Medium ($200-500)
9,397.0,348.49,913.29,897.44,-15.849999999999909,15.849999999999909,44.111111111111114,38.721111111111114,8-10 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
1,532.0,413.99,355.57,726.0,370.43,370.43,532.0,413.99,1 day,300+ mi/day,Very High (>$250/day),Medium ($200-500)
2,384.0,495.49,290.36,598.37,308.01,308.01,192.0,247.745,2-3 days,150-200 mi/day,High ($150-250/day),Medium ($200-500)
5,754.0,489.99,765.13,1018.51,253.38,253.38,150.8,97.998,4-5 days,150-200 mi/day,Medium ($75-150/day),Medium ($200-500)
1,344.46,813.85,707.88,655.78,-52.10000000000002,52.10000000000002,344.46,813.85,1 day,300+ mi/day,Very High (>$250/day),High ($500-1000)
3,906.3,540.03,848.42,869.7,21.280000000000086,21.280000000000086,302.09999999999997,180.01,2-3 days,300+ mi/day,High ($150-250/day),High ($500-1000)
3,1007.56,187.52,764.64,931.71,167.07000000000005,167.07000000000005,335.8533333333333,62.50666666666667,2-3 days,300+ mi/day,Low ($30-75/day),Low ($50-200)
1,359.62,221.15,255.57,461.85,206.28000000000003,206.28000000000003,359.62,221.15,1 day,300+ mi/day,High ($150-250/day),Medium ($200-500)
1,362.79,749.19,636.51,663.12,26.610000000000014,26.610000000000014,362.79,749.19,1 day,300+ mi/day,Very High (>$250/day),High ($500-1000)
1,288.72,159.26,303.94,433.49,129.55,129.55,288.72,159.26,1 day,200-300 mi/day,High ($150-250/day),Low ($50-200)
2,782.17,830.72,1165.44,1090.33,-75.11000000000013,75.11000000000013,391.085,415.36,2-3 days,300+ mi/day,Very High (>$250/day),High ($500-1000)
2,623.18,347.54,625.15,589.99,-35.15999999999997,35.15999999999997,311.59,173.77,2-3 days,300+ mi/day,High ($150-250/day),Medium ($200-500)
3,1061.15,388.5,693.36,945.82,252.46000000000004,252.46000000000004,353.7166666666667,129.5,2-3 days,300+ mi/day,Medium ($75-150/day),Medium ($200-500)
1,252.75,285.5,331.74,419.1,87.36000000000001,87.36000000000001,252.75,285.5,1 day,200-300 mi/day,Very High (>$250/day),Medium ($200-500)
3,1020.39,250.62,779.08,935.0,155.91999999999996,155.91999999999996,340.13,83.54,2-3 days,300+ mi/day,Medium ($75-150/day),Medium ($200-500)
1,257.97,816.81,738.01,621.19,-116.81999999999994,116.81999999999994,257.97,816.81,1 day,200-300 mi/day,Very High (>$250/day),High ($500-1000)
3,1025.03,592.55,992.4,1028.27,35.870000000000005,35.870000000000005,341.6766666666667,197.51666666666665,2-3 days,300+ mi/day,High ($150-250/day),High ($500-1000)
2,794.32,402.31,671.06,674.0,2.9400000000000546,2.9400000000000546,397.16,201.155,2-3 days,300+ mi/day,High ($150-250/day),Medium ($200-500)
1,276.85,485.54,361.66,628.74,267.08,267.08,276.85,485.54,1 day,200-300 mi/day,Very High (>$250/day),Medium ($200-500)
2,851.68,473.96,650.68,818.64,167.96000000000004,167.96000000000004,425.84,236.98,2-3 days,300+ mi/day,High ($150-250/day),Medium ($200-500)
3,859.12,611.07,960.47,1015.87,55.39999999999998,55.39999999999998,286.37333333333333,203.69000000000003,2-3 days,200-300 mi/day,High ($150-250/day),High ($500-1000)
3,1317.07,476.87,787.42,1015.32,227.9000000000001,227.9000000000001,439.0233333333333,158.95666666666668,2-3 days,300+ mi/day,High ($150-250/day),Medium ($200-500)
1,388.1,827.37,741.46,673.24,-68.22000000000003,68.22000000000003,388.1,827.37,1 day,300+ mi/day,Very High (>$250/day),High ($500-1000)
1,264.39,758.27,636.19,623.76,-12.430000000000064,12.430000000000064,264.39,758.27,1 day,200-300 mi/day,Very High (>$250/day),High ($500-1000)
5,198.21,594.83,807.48,730.29,-77.19000000000005,77.19000000000005,39.642,118.96600000000001,4-5 days,<50 mi/day,Medium ($75-150/day),High ($500-1000)
6,72.85,457.75,666.59,770.52,103.92999999999995,103.92999999999995,12.141666666666666,76.29166666666667,6-7 days,<50 mi/day,Medium ($75-150/day),Medium ($200-500)
8,297.64,481.09,835.08,896.23,61.14999999999998,61.14999999999998,37.205,60.13625,8-10 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
7,237.33,1262.27,1452.17,1091.73,-360.44000000000005,360.44000000000005,33.90428571428571,180.3242857142857,6-7 days,<50 mi/day,High ($150-250/day),Very High (>$1000)
5,195.73,1228.49,511.23,1097.97,586.74,586.74,39.146,245.698,4-5 days,<50 mi/day,High ($150-250/day),Very High (>$1000)
8,276.28,1179.9,1522.6,1272.76,-249.83999999999992,249.83999999999992,34.535,147.4875,8-10 days,<50 mi/day,Medium ($75-150/day),Very High (>$1000)
8,302.24,1046.04,1353.77,1193.03,-160.74,160.74,37.78,130.755,8-10 days,<50 mi/day,Medium ($75-150/day),Very High (>$1000)
8,266.87,252.08,880.41,663.84,-216.56999999999994,216.56999999999994,33.35875,31.51,8-10 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
9,310.69,239.64,828.16,831.61,3.4500000000000455,3.4500000000000455,34.52111111111111,26.626666666666665,8-10 days,<50 mi/day,Very Low (<$30/day),Medium ($200-500)
6,222.08,709.07,1031.34,866.57,-164.76999999999987,164.76999999999987,37.013333333333335,118.17833333333334,6-7 days,<50 mi/day,Medium ($75-150/day),High ($500-1000)
8,264.94,720.67,1019.85,1024.07,4.219999999999914,4.219999999999914,33.1175,90.08375,8-10 days,<50 mi/day,Medium ($75-150/day),High ($500-1000)
8,161.15,1230.37,1499.24,1097.14,-402.0999999999999,402.0999999999999,20.14375,153.79625,8-10 days,<50 mi/day,High ($150-250/day),Very High (>$1000)
9,259.96,554.74,835.54,1133.81,298.27,298.27,28.88444444444444,61.63777777777778,8-10 days,<50 mi/day,Low ($30-75/day),High ($500-1000)
9,97.85,518.56,850.57,1065.64,215.07000000000005,215.07000000000005,10.872222222222222,57.617777777777775,8-10 days,<50 mi/day,Low ($30-75/day),High ($500-1000)
9,194.34,1054.93,1374.9,1257.25,-117.65000000000009,117.65000000000009,21.593333333333334,117.21444444444445,8-10 days,<50 mi/day,Medium ($75-150/day),Very High (>$1000)
9,332.35,374.61,830.45,873.05,42.59999999999991,42.59999999999991,36.92777777777778,41.623333333333335,8-10 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
5,126.44,696.14,845.35,820.39,-24.960000000000036,24.960000000000036,25.288,139.228,4-5 days,<50 mi/day,Medium ($75-150/day),High ($500-1000)
5,66.13,848.03,1050.25,847.08,-203.16999999999996,203.16999999999996,13.225999999999999,169.606,4-5 days,<50 mi/day,High ($150-250/day),High ($500-1000)
6,135.34,1144.13,1478.11,1099.25,-378.8599999999999,378.8599999999999,22.55666666666667,190.68833333333336,6-7 days,<50 mi/day,High ($150-250/day),Very High (>$1000)
6,233.7,346.98,648.57,848.48,199.90999999999997,199.90999999999997,38.949999999999996,57.830000000000005,6-7 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
9,849.0,1007.41,1785.47,1809.79,24.319999999999936,24.319999999999936,94.33333333333333,111.93444444444444,8-10 days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
6,806.0,1760.64,1718.76,1899.01,180.25,180.25,134.33333333333334,293.44,6-7 days,100-150 mi/day,Very High (>$250/day),Very High (>$1000)
8,891.0,1194.36,2016.46,2259.19,242.73000000000002,242.73000000000002,111.375,149.295,8-10 days,100-150 mi/day,Medium ($75-150/day),Very High (>$1000)
9,1182.0,1342.24,2164.15,2053.12,-111.0300000000002,111.0300000000002,131.33333333333334,149.13777777777779,8-10 days,100-150 mi/day,Medium ($75-150/day),Very High (>$1000)
7,1010.0,1514.03,2063.98,1967.96,-96.01999999999998,96.01999999999998,144.28571428571428,216.29,6-7 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
8,892.0,1768.53,1902.37,1999.56,97.19000000000005,97.19000000000005,111.5,221.06625,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
6,825.0,1692.73,1817.77,1880.1,62.32999999999993,62.32999999999993,137.5,282.12166666666667,6-7 days,100-150 mi/day,Very High (>$250/day),Very High (>$1000)
8,1118.0,1758.52,1852.47,2082.96,230.49,230.49,139.75,219.815,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
8,1064.0,1756.52,1857.04,2066.27,209.23000000000002,209.23000000000002,133.0,219.565,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
6,811.0,1252.04,1771.8,1715.78,-56.01999999999998,56.01999999999998,135.16666666666666,208.67333333333332,6-7 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
7,889.0,1417.96,1826.08,1776.89,-49.18999999999983,49.18999999999983,127.0,202.56571428571428,6-7 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
9,1012.0,1429.04,1880.76,1908.73,27.970000000000027,27.970000000000027,112.44444444444444,158.78222222222223,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
6,909.0,1332.18,1720.21,1774.56,54.34999999999991,54.34999999999991,151.5,222.03,6-7 days,150-200 mi/day,High ($150-250/day),Very High (>$1000)
9,1096.0,1690.22,1894.85,1932.14,37.29000000000019,37.29000000000019,121.77777777777777,187.8022222222222,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
9,913.0,1021.29,1964.86,1831.33,-133.52999999999997,133.52999999999997,101.44444444444444,113.47666666666666,8-10 days,100-150 mi/day,Medium ($75-150/day),Very High (>$1000)
6,1006.0,1219.71,1803.97,1875.48,71.50999999999999,71.50999999999999,167.66666666666666,203.285,6-7 days,150-200 mi/day,High ($150-250/day),Very High (>$1000)
6,907.0,1650.17,1737.86,1889.46,151.60000000000014,151.60000000000014,151.16666666666666,275.02833333333336,6-7 days,150-200 mi/day,Very High (>$250/day),Very High (>$1000)
9,816.0,1171.81,1780.58,1839.19,58.61000000000013,58.61000000000013,90.66666666666667,130.20111111111112,8-10 days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
7,1006.0,1181.33,2279.82,2075.7,-204.12000000000035,204.12000000000035,143.71428571428572,168.76142857142855,6-7 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
6,835.0,1404.28,1765.79,1778.35,12.559999999999945,12.559999999999945,139.16666666666666,234.04666666666665,6-7 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
12,528.0,2476.41,1662.88,1752.41,89.52999999999997,89.52999999999997,44.0,206.36749999999998,11+ days,<50 mi/day,High ($150-250/day),Very High (>$1000)
4,69.0,2321.49,322.0,1370.28,1048.28,1048.28,17.25,580.3725,4-5 days,<50 mi/day,Very High (>$250/day),Very High (>$1000)
11,1179.0,31.36,1550.55,1455.79,-94.75999999999999,94.75999999999999,107.18181818181819,2.850909090909091,11+ days,100-150 mi/day,Very Low (<$30/day),Very Low (<$50)
13,756.0,954.4,1793.07,1935.59,142.51999999999998,142.51999999999998,58.15384615384615,73.41538461538461,11+ days,50-100 mi/day,Low ($30-75/day),High ($500-1000)
1,123.0,2076.65,1171.68,1067.2,-104.48000000000002,104.48000000000002,123.0,2076.65,1 day,100-150 mi/day,Very High (>$250/day),Very High (>$1000)
3,1162.0,2152.66,1434.71,1838.48,403.77,403.77,387.3333333333333,717.5533333333333,2-3 days,300+ mi/day,Very High (>$250/day),Very High (>$1000)
1,822.0,2170.53,1374.91,1298.5,-76.41000000000008,76.41000000000008,822.0,2170.53,1 day,300+ mi/day,Very High (>$250/day),Very High (>$1000)
11,558.0,1549.86,1823.47,1729.11,-94.36000000000013,94.36000000000013,50.72727272727273,140.89636363636362,11+ days,50-100 mi/day,Medium ($75-150/day),Very High (>$1000)
2,753.0,1111.16,1353.87,1248.59,-105.27999999999997,105.27999999999997,376.5,555.58,2-3 days,300+ mi/day,Very High (>$250/day),Very High (>$1000)
10,224.0,407.51,794.7,922.94,128.24,128.24,22.4,40.751,8-10 days,<50 mi/day,Low ($30-75/day),Medium ($200-500)
6,383.0,462.79,800.3,916.02,115.72000000000003,115.72000000000003,63.833333333333336,77.13166666666667,6-7 days,50-100 mi/day,Medium ($75-150/day),Medium ($200-500)
8,1005.0,1391.37,1987.39,2336.35,348.9599999999998,348.9599999999998,125.625,173.92125,8-10 days,100-150 mi/day,High ($150-250/day),Very High (>$1000)
10,1145.0,311.43,1366.61,1352.45,-14.159999999999854,14.159999999999854,114.5,31.143,8-10 days,100-150 mi/day,Low ($30-75/day),Medium ($200-500)
5,1004.0,2367.63,1743.85,2003.13,259.2800000000002,259.2800000000002,200.8,473.526,4-5 days,200-300 mi/day,Very High (>$250/day),Very High (>$1000)
5,873.0,1402.35,1676.79,1526.41,-150.37999999999988,150.37999999999988,174.6,280.46999999999997,4-5 days,150-200 mi/day,Very High (>$250/day),Very High (>$1000)
2,165.0,1813.32,1273.45,1327.79,54.33999999999992,54.33999999999992,82.5,906.66,2-3 days,50-100 mi/day,Very High (>$250/day),Very High (>$1000)
5,1076.0,190.33,879.65,1109.96,230.31000000000006,230.31000000000006,215.2,38.066,4-5 days,200-300 mi/day,Low ($30-75/day),Low ($50-200)
12,986.0,2390.92,1760.0,2109.0,349.0,349.0,82.16666666666667,199.24333333333334,11+ days,50-100 mi/day,High ($150-250/day),Very High (>$1000)
7,948.0,657.17,1578.97,1541.25,-37.72000000000003,37.72000000000003,135.42857142857142,93.88142857142857,6-7 days,100-150 mi/day,Medium ($75-150/day),High ($500-1000)
3,429.0,2400.13,1411.95,1526.84,114.88999999999987,114.88999999999987,143.0,800.0433333333334,2-3 days,100-150 mi/day,Very High (>$250/day),Very High (>$1000)
4,362.0,646.43,788.53,757.95,-30.579999999999927,30.579999999999927,90.5,161.6075,4-5 days,50-100 mi/day,High ($150-250/day),High ($500-1000)
2,622.0,1871.56,1494.23,1466.86,-27.37000000000012,27.37000000000012,311.0,935.78,2-3 days,300+ mi/day,Very High (>$250/day),Very High (>$1000)
1,140.0,255.99,150.34,374.0,223.66,223.66,140.0,255.99,1 day,100-150 mi/day,Very High (>$250/day),Medium ($200-500)
